ID,JobTitle,FulltimeParttime,PositionTitle,AcademicProfessional,Level,School,Day,Entrance,Exit
170,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,2,SEIT,Thursday,8:30-9:00,17:00-17:30
170,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,2,SEIT,Tuesday,9:00-9:30,16:30-17:00
170,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,2,SEIT,Wednesday,8:30-9:00,17:00-17:30
171,Director,Full-Time,Director of Academic Programs,Academic,E,SEIT,Friday,8:00-8:30,17:00-17:30
171,Director,Full-Time,Director of Academic Programs,Academic,E,SEIT,Monday,8:30-9:00,16:00-16:30
171,Director,Full-Time,Director of Academic Programs,Academic,E,SEIT,Thursday,7:30-8:00,15:30-16:00
171,Director,Full-Time,Director of Academic Programs,Academic,E,SEIT,Tuesday,8:30-9:00,16:30-17:00
171,Director,Full-Time,Director of Academic Programs,Academic,E,SEIT,Wednesday,8:30-9:00,17:00-17:30
172,ADFA Technical Staff,Full-Time,Tech Offr - Laboratories,Professional,1,SEIT,Friday,7:30-8:00,16:00-16:30
172,ADFA Technical Staff,Full-Time,Tech Offr - Laboratories,Professional,1,SEIT,Monday,8:00-8:30,16:30-17:00
172,ADFA Technical Staff,Full-Time,Tech Offr - Laboratories,Professional,1,SEIT,Thursday,9:30-10:00,16:00-16:30
172,ADFA Technical Staff,Full-Time,Tech Offr - Laboratories,Professional,1,SEIT,Tuesday,8:00-8:30,16:00-16:30
172,ADFA Technical Staff,Full-Time,Tech Offr - Laboratories,Professional,1,SEIT,Wednesday,7:30-8:00,16:30-17:00
173,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,8:00-8:30,16:30-17:00
173,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Thursday,8:00-8:30,16:00-16:30
173,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:00-8:30,16:30-17:00
173,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:00-8:30,17:00-17:30
174,Professor,Full-Time,Professor,Academic,E,SEIT,Friday,8:00-8:30,15:30-16:00
174,Professor,Full-Time,Professor,Academic,E,SEIT,Monday,8:30-9:00,15:00-15:30
174,Professor,Full-Time,Professor,Academic,E,SEIT,Thursday,8:30-9:00,17:00-17:30
174,Professor,Full-Time,Professor,Academic,E,SEIT,Tuesday,8:30-9:00,16:00-16:30
174,Professor,Full-Time,Professor,Academic,E,SEIT,Wednesday,8:30-9:00,16:30-17:00
175,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,8:30-9:00,16:30-17:00
175,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:30-9:00,16:00-16:30
175,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:30-9:00,16:00-16:30
176,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,8:00-8:30,16:00-16:30
176,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Thursday,8:30-9:00,16:30-17:00
176,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:00-8:30,17:00-17:30
176,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:30-9:00,17:00-17:30
177,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,9:00-9:30,16:00-16:30
177,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:00-8:30,16:00-16:30
177,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:00-8:30,16:00-16:30
178,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Friday,8:00-8:30,16:30-17:00
178,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:00-8:30,16:00-16:30
178,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:00-8:30,16:30-17:00
179,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,9:30-10:00,16:00-16:30
179,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,15:30-16:00
180,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Friday,8:30-9:00,16:30-17:00
180,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Monday,8:30-9:00,16:30-17:00
180,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Tuesday,8:00-8:30,16:00-16:30
180,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Wednesday,8:30-9:00,16:00-16:30
181,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Friday,8:00-8:30,16:00-16:30
181,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Monday,8:00-8:30,15:00-15:30
181,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Thursday,8:00-8:30,15:30-16:00
181,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Tuesday,8:30-9:00,16:30-17:00
181,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Wednesday,9:30-10:00,16:00-16:30
182,ADFA Administrative,Full-Time,Admin Spprt Offr - CSC,Professional,3,SEIT,Friday,8:00-8:30,17:00-17:30
182,ADFA Administrative,Full-Time,Admin Spprt Offr - CSC,Professional,3,SEIT,Monday,8:30-9:00,16:30-17:00
182,ADFA Administrative,Full-Time,Admin Spprt Offr - CSC,Professional,3,SEIT,Thursday,8:30-9:00,16:30-17:00
182,ADFA Administrative,Full-Time,Admin Spprt Offr - CSC,Professional,3,SEIT,Tuesday,8:30-9:00,17:30-18:00
182,ADFA Administrative,Full-Time,Admin Spprt Offr - CSC,Professional,3,SEIT,Wednesday,7:30-8:00,16:00-16:30
183,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,7:00-7:30,16:00-16:30
183,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,15:30-16:00
183,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,17:00-17:30
184,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,16:30-17:00
184,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,17:30-18:00
184,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:30-17:00
184,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,7:00-7:30,16:30-17:00
184,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:00-8:30,17:30-18:00
185,Professor,Full-Time,Professor - Cyber Security,Academic,E,SEIT,Friday,8:00-8:30,16:30-17:00
185,Professor,Full-Time,Professor - Cyber Security,Academic,E,SEIT,Monday,8:00-8:30,17:00-17:30
185,Professor,Full-Time,Professor - Cyber Security,Academic,E,SEIT,Thursday,9:00-9:30,16:30-17:00
185,Professor,Full-Time,Professor - Cyber Security,Academic,E,SEIT,Tuesday,8:30-9:00,16:30-17:00
185,Professor,Full-Time,Professor - Cyber Security,Academic,E,SEIT,Wednesday,8:30-9:00,16:00-16:30
186,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:00-8:30,16:30-17:00
186,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:30-9:00,16:30-17:00
186,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:00-16:30
186,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,9:30-10:00,16:30-17:00
187,Professor,Full-Time,Professor,Academic,E,SEIT,Friday,7:30-8:00,16:00-16:30
187,Professor,Full-Time,Professor,Academic,E,SEIT,Monday,7:30-8:00,16:30-17:00
187,Professor,Full-Time,Professor,Academic,E,SEIT,Thursday,9:30-10:00,16:30-17:00
187,Professor,Full-Time,Professor,Academic,E,SEIT,Tuesday,8:00-8:30,16:30-17:00
187,Professor,Full-Time,Professor,Academic,E,SEIT,Wednesday,8:00-8:30,16:30-17:00
188,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,7:30-8:00,17:00-17:30
188,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Thursday,8:30-9:00,16:00-16:30
188,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:30-9:00,17:00-17:30
188,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:00-8:30,16:30-17:00
189,Director,Full-Time,Director of Postgrad Research,Academic,E,SEIT,Friday,8:30-9:00,17:00-17:30
189,Director,Full-Time,Director of Postgrad Research,Academic,E,SEIT,Monday,8:30-9:00,16:30-17:00
189,Director,Full-Time,Director of Postgrad Research,Academic,E,SEIT,Thursday,8:00-8:30,16:30-17:00
189,Director,Full-Time,Director of Postgrad Research,Academic,E,SEIT,Tuesday,8:30-9:00,16:30-17:00
189,Director,Full-Time,Director of Postgrad Research,Academic,E,SEIT,Wednesday,8:30-9:00,16:00-16:30
190,Professor,Full-Time,Professor,Academic,E,SEIT,Friday,8:30-9:00,15:00-15:30
190,Professor,Full-Time,Professor,Academic,E,SEIT,Monday,9:00-9:30,16:30-17:00
190,Professor,Full-Time,Professor,Academic,E,SEIT,Thursday,8:00-8:30,17:00-17:30
190,Professor,Full-Time,Professor,Academic,E,SEIT,Wednesday,8:30-9:00,17:00-17:30
191,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Friday,8:30-9:00,17:00-17:30
191,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,8:00-8:30,16:00-16:30
191,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Thursday,8:30-9:00,16:30-17:00
191,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:00-8:30,16:00-16:30
192,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,16:00-16:30
192,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:30-9:00,16:30-17:00
192,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:00-16:30
192,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,7:30-8:00,16:30-17:00
192,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:00-8:30,16:00-16:30
193,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,15:30-16:00
193,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:30-9:00,16:30-17:00
193,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,7:00-7:30,16:00-16:30
193,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:00-8:30,15:30-16:00
193,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:00-8:30,16:00-16:30
194,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Friday,8:00-8:30,16:30-17:00
194,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Monday,8:30-9:00,17:00-17:30
194,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Thursday,8:30-9:00,16:30-17:00
194,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Tuesday,8:30-9:00,17:00-17:30
194,Associate Professor,Full-Time,Associate Professor,Academic,D,SEIT,Wednesday,8:00-8:30,17:30-18:00
195,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,9:00-9:30,16:00-16:30
195,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,16:30-17:00
195,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:00-8:30,16:30-17:00
195,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:00-8:30,16:30-17:00
195,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,9:30-10:00,16:30-17:00
196,ADFA Administrative,Part-Time,Teaching Support Officer,Professional,4,SEIT,Monday,8:00-8:30,16:00-16:30
196,ADFA Administrative,Part-Time,Teaching Support Officer,Professional,4,SEIT,Thursday,8:00-8:30,17:30-18:00
197,Research Associate,Part-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
197,Research Associate,Part-Time,Research Associate,Academic,A,SEIT,Monday,8:00-8:30,17:30-18:00
197,Research Associate,Part-Time,Research Associate,Academic,A,SEIT,Thursday,8:30-9:00,16:00-16:30
197,Research Associate,Part-Time,Research Associate,Academic,A,SEIT,Tuesday,8:00-8:30,16:30-17:00
197,Research Associate,Part-Time,Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,16:00-16:30
198,Professor,Full-Time,"Director, Research  BB D/E",Academic,E,SEIT,Friday,8:30-9:00,16:30-17:00
198,Professor,Full-Time,"Director, Research  BB D/E",Academic,E,SEIT,Monday,8:00-8:30,15:30-16:00
198,Professor,Full-Time,"Director, Research  BB D/E",Academic,E,SEIT,Thursday,8:00-8:30,17:30-18:00
198,Professor,Full-Time,"Director, Research  BB D/E",Academic,E,SEIT,Tuesday,8:00-8:30,17:00-17:30
198,Professor,Full-Time,"Director, Research  BB D/E",Academic,E,SEIT,Wednesday,8:00-8:30,16:00-16:30
199,ADFA Administrative,Part-Time,"Mgr. Laser, Safety & Comp.",Professional,8,BUS,Friday,9:00-9:30,16:00-16:30
199,ADFA Administrative,Part-Time,"Mgr. Laser, Safety & Comp.",Professional,8,BUS,Monday,8:30-9:00,16:30-17:00
199,ADFA Administrative,Part-Time,"Mgr. Laser, Safety & Comp.",Professional,8,BUS,Thursday,8:00-8:30,16:30-17:00
199,ADFA Administrative,Part-Time,"Mgr. Laser, Safety & Comp.",Professional,8,BUS,Tuesday,9:00-9:30,16:00-16:30
199,ADFA Administrative,Part-Time,"Mgr. Laser, Safety & Comp.",Professional,8,BUS,Wednesday,8:00-8:30,16:30-17:00
200,Professor,Full-Time,Professor,Academic,E,BUS,Friday,7:30-8:00,16:30-17:00
200,Professor,Full-Time,Professor,Academic,E,BUS,Monday,8:00-8:30,17:30-18:00
200,Professor,Full-Time,Professor,Academic,E,BUS,Thursday,8:30-9:00,17:30-18:00
200,Professor,Full-Time,Professor,Academic,E,BUS,Wednesday,8:00-8:30,16:00-16:30
201,Director,Full-Time,"Director, UNSW Canberra Space",Academic,E,BUS,Friday,8:00-8:30,16:30-17:00
201,Director,Full-Time,"Director, UNSW Canberra Space",Academic,E,BUS,Monday,9:30-10:00,16:30-17:00
201,Director,Full-Time,"Director, UNSW Canberra Space",Academic,E,BUS,Tuesday,8:00-8:30,16:30-17:00
201,Director,Full-Time,"Director, UNSW Canberra Space",Academic,E,BUS,Wednesday,8:30-9:00,16:00-16:30
202,Director,Full-Time,Director of Int. Student Rec,Academic,E,BUS,Friday,9:00-9:30,16:30-17:00
202,Director,Full-Time,Director of Int. Student Rec,Academic,E,BUS,Monday,8:00-8:30,16:00-16:30
202,Director,Full-Time,Director of Int. Student Rec,Academic,E,BUS,Thursday,8:30-9:00,16:30-17:00
202,Director,Full-Time,Director of Int. Student Rec,Academic,E,BUS,Tuesday,8:30-9:00,16:30-17:00
202,Director,Full-Time,Director of Int. Student Rec,Academic,E,BUS,Wednesday,8:00-8:30,16:00-16:30
203,Senior Lecturer,Full-Time,(Leave) Senior Lecturer,Academic,C,BUS,Monday,8:30-9:00,16:00-16:30
203,Senior Lecturer,Full-Time,(Leave) Senior Lecturer,Academic,C,BUS,Tuesday,9:00-9:30,15:00-15:30
204,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Friday,9:30-10:00,15:00-15:30
204,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Monday,8:30-9:00,16:30-17:00
204,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Thursday,7:30-8:00,17:30-18:00
204,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Tuesday,8:30-9:00,16:30-17:00
205,ADFA Administrative,Full-Time,Senior Client Service Officer,Professional,4,BUS,Friday,8:00-8:30,15:00-15:30
205,ADFA Administrative,Full-Time,Senior Client Service Officer,Professional,4,BUS,Thursday,9:00-9:30,15:00-15:30
205,ADFA Administrative,Full-Time,Senior Client Service Officer,Professional,4,BUS,Wednesday,8:00-8:30,16:30-17:00
206,Senior Lecturer,Part-Time,Senior Lecturer,Academic,C,BUS,Thursday,8:00-8:30,16:00-16:30
206,Senior Lecturer,Part-Time,Senior Lecturer,Academic,C,BUS,Wednesday,8:00-8:30,16:30-17:00
207,ADFA Administrative,Full-Time,ACCS Centre Manager,Professional,3,BUS,Friday,9:30-10:00,17:00-17:30
207,ADFA Administrative,Full-Time,ACCS Centre Manager,Professional,3,BUS,Monday,8:30-9:00,16:30-17:00
207,ADFA Administrative,Full-Time,ACCS Centre Manager,Professional,3,BUS,Thursday,8:30-9:00,16:30-17:00
207,ADFA Administrative,Full-Time,ACCS Centre Manager,Professional,3,BUS,Tuesday,9:30-10:00,15:30-16:00
207,ADFA Administrative,Full-Time,ACCS Centre Manager,Professional,3,BUS,Wednesday,8:30-9:00,15:00-15:30
208,ADFA Technical Staff,Full-Time,Professional Engineer,Professional,1,BUS,Friday,8:00-8:30,16:00-16:30
208,ADFA Technical Staff,Full-Time,Professional Engineer,Professional,1,BUS,Monday,8:30-9:00,17:00-17:30
208,ADFA Technical Staff,Full-Time,Professional Engineer,Professional,1,BUS,Thursday,8:00-8:30,17:00-17:30
208,ADFA Technical Staff,Full-Time,Professional Engineer,Professional,1,BUS,Tuesday,8:00-8:30,15:30-16:00
208,ADFA Technical Staff,Full-Time,Professional Engineer,Professional,1,BUS,Wednesday,8:30-9:00,16:30-17:00
209,Research Staff Level B,Full-Time,Research Associate,Academic,D,BUS,Friday,8:30-9:00,16:30-17:00
209,Research Staff Level B,Full-Time,Research Associate,Academic,D,BUS,Monday,8:30-9:00,16:30-17:00
209,Research Staff Level B,Full-Time,Research Associate,Academic,D,BUS,Thursday,8:30-9:00,17:00-17:30
209,Research Staff Level B,Full-Time,Research Associate,Academic,D,BUS,Tuesday,8:00-8:30,15:30-16:00
210,ADFA Administrative,Full-Time,Administration Manager,Professional,6,BUS,Friday,8:30-9:00,17:00-17:30
210,ADFA Administrative,Full-Time,Administration Manager,Professional,6,BUS,Monday,8:30-9:00,17:00-17:30
210,ADFA Administrative,Full-Time,Administration Manager,Professional,6,BUS,Thursday,8:30-9:00,16:00-16:30
210,ADFA Administrative,Full-Time,Administration Manager,Professional,6,BUS,Tuesday,8:00-8:30,16:00-16:30
210,ADFA Administrative,Full-Time,Administration Manager,Professional,6,BUS,Wednesday,8:30-9:00,16:30-17:00
211,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Friday,8:30-9:00,17:00-17:30
211,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Tuesday,8:30-9:00,15:30-16:00
211,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Wednesday,9:00-9:30,17:00-17:30
212,Professor,Full-Time,Professor,Academic,E,BUS,Friday,8:00-8:30,16:30-17:00
212,Professor,Full-Time,Professor,Academic,E,BUS,Monday,8:30-9:00,16:30-17:00
212,Professor,Full-Time,Professor,Academic,E,BUS,Tuesday,8:00-8:30,16:30-17:00
212,Professor,Full-Time,Professor,Academic,E,BUS,Wednesday,8:00-8:30,16:30-17:00
213,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Friday,8:30-9:00,16:30-17:00
213,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Monday,8:00-8:30,15:30-16:00
214,ADFA Administrative,Full-Time,Client Service Officer,Professional,7,BUS,Friday,8:30-9:00,16:30-17:00
214,ADFA Administrative,Full-Time,Client Service Officer,Professional,7,BUS,Monday,8:30-9:00,16:00-16:30
214,ADFA Administrative,Full-Time,Client Service Officer,Professional,7,BUS,Tuesday,8:30-9:00,15:00-15:30
214,ADFA Administrative,Full-Time,Client Service Officer,Professional,7,BUS,Wednesday,8:30-9:00,17:30-18:00
215,Research Associate,Full-Time,Research Associate,Academic,A,BUS,Monday,8:00-8:30,16:30-17:00
215,Research Associate,Full-Time,Research Associate,Academic,A,BUS,Wednesday,8:00-8:30,16:30-17:00
216,ADFA Technical Staff,Full-Time,Electronics Engineering Lead,Professional,8,BUS,Friday,8:00-8:30,16:00-16:30
216,ADFA Technical Staff,Full-Time,Electronics Engineering Lead,Professional,8,BUS,Monday,8:00-8:30,16:30-17:00
216,ADFA Technical Staff,Full-Time,Electronics Engineering Lead,Professional,8,BUS,Thursday,8:30-9:00,16:00-16:30
216,ADFA Technical Staff,Full-Time,Electronics Engineering Lead,Professional,8,BUS,Tuesday,8:30-9:00,16:30-17:00
216,ADFA Technical Staff,Full-Time,Electronics Engineering Lead,Professional,8,BUS,Wednesday,8:00-8:30,15:30-16:00
217,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Monday,8:30-9:00,16:30-17:00
217,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Thursday,8:30-9:00,16:00-16:30
217,Associate Professor,Full-Time,Associate Professor,Academic,D,BUS,Wednesday,8:00-8:30,16:00-16:30
218,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Friday,8:00-8:30,16:30-17:00
218,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Thursday,7:30-8:00,16:00-16:30
218,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Tuesday,8:00-8:30,16:30-17:00
219,Lecturer,Full-Time,Lecturer,Academic,B,BUS,Thursday,8:30-9:00,16:30-17:00
219,Lecturer,Full-Time,Lecturer,Academic,B,BUS,Wednesday,8:00-8:30,17:00-17:30
220,Lecturer,Full-Time,Lecturer,Academic,B,BUS,Friday,8:30-9:00,16:30-17:00
220,Lecturer,Full-Time,Lecturer,Academic,B,BUS,Monday,8:00-8:30,16:00-16:30
220,Lecturer,Full-Time,Lecturer,Academic,B,BUS,Thursday,8:30-9:00,16:30-17:00
220,Lecturer,Full-Time,Lecturer,Academic,B,BUS,Tuesday,8:00-8:30,16:00-16:30
220,Lecturer,Full-Time,Lecturer,Academic,B,BUS,Wednesday,8:30-9:00,16:30-17:00
221,ADFA Technical Staff,Full-Time,Technical Officer Electronics,Professional,5,BUS,Monday,8:00-8:30,17:30-18:00
221,ADFA Technical Staff,Full-Time,Technical Officer Electronics,Professional,5,BUS,Thursday,8:00-8:30,15:30-16:00
221,ADFA Technical Staff,Full-Time,Technical Officer Electronics,Professional,5,BUS,Tuesday,8:00-8:30,16:30-17:00
222,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Friday,8:00-8:30,16:30-17:00
222,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Monday,8:30-9:00,16:00-16:30
222,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Thursday,8:00-8:30,17:00-17:30
222,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Tuesday,7:00-7:30,16:30-17:00
222,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Wednesday,8:00-8:30,16:00-16:30
223,Professor,Full-Time,Professor,Academic,E,BUS,Monday,8:30-9:00,16:30-17:00
223,Professor,Full-Time,Professor,Academic,E,BUS,Thursday,8:00-8:30,16:30-17:00
224,ADFA Administrative,Full-Time,Client Service Officer,Professional,4,BUS,Friday,8:00-8:30,15:30-16:00
224,ADFA Administrative,Full-Time,Client Service Officer,Professional,4,BUS,Monday,8:00-8:30,16:00-16:30
224,ADFA Administrative,Full-Time,Client Service Officer,Professional,4,BUS,Thursday,9:00-9:30,16:00-16:30
224,ADFA Administrative,Full-Time,Client Service Officer,Professional,4,BUS,Wednesday,8:00-8:30,17:00-17:30
225,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Monday,8:30-9:00,16:30-17:00
225,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Thursday,7:00-7:30,16:00-16:30
226,ADFA Administrative,Full-Time,Technical Officer - Electrical,Professional,6,BUS,Friday,8:30-9:00,17:00-17:30
226,ADFA Administrative,Full-Time,Technical Officer - Electrical,Professional,6,BUS,Monday,8:30-9:00,16:30-17:00
226,ADFA Administrative,Full-Time,Technical Officer - Electrical,Professional,6,BUS,Thursday,8:00-8:30,16:00-16:30
226,ADFA Administrative,Full-Time,Technical Officer - Electrical,Professional,6,BUS,Tuesday,8:30-9:00,16:00-16:30
226,ADFA Administrative,Full-Time,Technical Officer - Electrical,Professional,6,BUS,Wednesday,8:00-8:30,16:30-17:00
227,ADFA Technical Staff,Full-Time,Senior Technical Specialist,Professional,3,BUS,Friday,8:30-9:00,16:30-17:00
227,ADFA Technical Staff,Full-Time,Senior Technical Specialist,Professional,3,BUS,Monday,8:30-9:00,16:30-17:00
227,ADFA Technical Staff,Full-Time,Senior Technical Specialist,Professional,3,BUS,Thursday,8:00-8:30,16:00-16:30
227,ADFA Technical Staff,Full-Time,Senior Technical Specialist,Professional,3,BUS,Wednesday,9:30-10:00,16:00-16:30
228,Deputy Head of School,Full-Time,Deputy Head (Teaching),Academic,D,BUS,Friday,8:30-9:00,16:00-16:30
228,Deputy Head of School,Full-Time,Deputy Head (Teaching),Academic,D,BUS,Monday,8:30-9:00,16:00-16:30
228,Deputy Head of School,Full-Time,Deputy Head (Teaching),Academic,D,BUS,Thursday,8:30-9:00,16:30-17:00
228,Deputy Head of School,Full-Time,Deputy Head (Teaching),Academic,D,BUS,Tuesday,7:30-8:00,16:30-17:00
228,Deputy Head of School,Full-Time,Deputy Head (Teaching),Academic,D,BUS,Wednesday,8:00-8:30,17:00-17:30
229,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Monday,8:30-9:00,16:00-16:30
229,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Thursday,8:30-9:00,17:30-18:00
229,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Wednesday,8:30-9:00,17:00-17:30
230,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Friday,8:00-8:30,16:30-17:00
230,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Monday,8:00-8:30,16:30-17:00
230,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Thursday,8:00-8:30,16:30-17:00
230,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Tuesday,8:00-8:30,17:30-18:00
230,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,BUS,Wednesday,7:30-8:00,16:30-17:00
231,Deputy Head of School,Full-Time,Deputy Head (Administration),Academic,D,BUS,Friday,8:30-9:00,17:30-18:00
231,Deputy Head of School,Full-Time,Deputy Head (Administration),Academic,D,BUS,Monday,8:30-9:00,15:30-16:00
231,Deputy Head of School,Full-Time,Deputy Head (Administration),Academic,D,BUS,Thursday,8:00-8:30,16:30-17:00
231,Deputy Head of School,Full-Time,Deputy Head (Administration),Academic,D,BUS,Tuesday,9:00-9:30,16:30-17:00
231,Deputy Head of School,Full-Time,Deputy Head (Administration),Academic,D,BUS,Wednesday,8:30-9:00,17:30-18:00
232,ADFA Technical Staff,Full-Time,Space Systems Engineer,Professional,4,BUS,Friday,8:00-8:30,16:00-16:30
232,ADFA Technical Staff,Full-Time,Space Systems Engineer,Professional,4,BUS,Monday,8:30-9:00,16:30-17:00
232,ADFA Technical Staff,Full-Time,Space Systems Engineer,Professional,4,BUS,Thursday,8:30-9:00,17:00-17:30
