"ID","Career","Gender","AdmitTerm","School","Day","Entrance","Exit"
3458,"UGRD","M","Semester 2 2018","HASS","Thursday","8:00-8:30","16:00-16:30"
3458,"UGRD","M","Semester 2 2018","HASS","Tuesday","8:30-9:00","17:30-18:00"
3458,"UGRD","M","Semester 2 2018","HASS","Wednesday","7:30-8:00","16:00-16:30"
3459,"UGRD","F","Term 1 2019","SCI","Friday","8:00-8:30","15:30-16:00"
3459,"UGRD","F","Term 1 2019","SCI","Monday","8:00-8:30","15:30-16:00"
3459,"UGRD","F","Term 1 2019","SCI","Thursday","8:30-9:00","16:00-16:30"
3459,"UGRD","F","Term 1 2019","SCI","Tuesday","8:00-8:30","16:00-16:30"
3459,"UGRD","F","Term 1 2019","SCI","Wednesday","8:30-9:00","15:30-16:00"
3460,"PGRD","F","Semester 1 Canberra 2019","SEIT","Monday","8:00-8:30","16:00-16:30"
3460,"PGRD","F","Semester 1 Canberra 2019","SEIT","Thursday","8:30-9:00","16:00-16:30"
3460,"PGRD","F","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","15:30-16:00"
3460,"PGRD","F","Semester 1 Canberra 2019","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3461,"UGRD","M","Semester 1 2018","HASS","Friday","8:00-8:30","17:00-17:30"
3461,"UGRD","M","Semester 1 2018","HASS","Monday","9:00-9:30","16:30-17:00"
3461,"UGRD","M","Semester 1 2018","HASS","Saturday","8:30-9:00","16:30-17:00"
3461,"UGRD","M","Semester 1 2018","HASS","Sunday","8:00-8:30","17:00-17:30"
3461,"UGRD","M","Semester 1 2018","HASS","Thursday","8:30-9:00","17:00-17:30"
3461,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:00-8:30","16:00-16:30"
3461,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:00-8:30","16:00-16:30"
3462,"UGRD","M","Semester 2 2018","SEIT","Friday","9:00-9:30","16:00-16:30"
3462,"UGRD","M","Semester 2 2018","SEIT","Monday","9:00-9:30","16:30-17:00"
3462,"UGRD","M","Semester 2 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
3462,"UGRD","M","Semester 2 2018","SEIT","Tuesday","8:00-8:30","17:00-17:30"
3462,"UGRD","M","Semester 2 2018","SEIT","Wednesday","8:00-8:30","15:30-16:00"
3463,"UGRD","M","Term 2 2019","BUS","Friday","8:00-8:30","16:30-17:00"
3463,"UGRD","M","Term 2 2019","BUS","Monday","8:00-8:30","16:00-16:30"
3463,"UGRD","M","Term 2 2019","BUS","Thursday","8:30-9:00","15:30-16:00"
3463,"UGRD","M","Term 2 2019","BUS","Tuesday","7:30-8:00","17:30-18:00"
3463,"UGRD","M","Term 2 2019","BUS","Wednesday","9:00-9:30","17:30-18:00"
3464,"UGRD","M","Term 1 2019","SEIT","Friday","8:00-8:30","15:00-15:30"
3464,"UGRD","M","Term 1 2019","SEIT","Monday","8:00-8:30","16:30-17:00"
3464,"UGRD","M","Term 1 2019","SEIT","Thursday","8:00-8:30","15:00-15:30"
3464,"UGRD","M","Term 1 2019","SEIT","Tuesday","8:30-9:00","16:30-17:00"
3464,"UGRD","M","Term 1 2019","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3465,"UGRD","M","Semester 2 2018","SEIT","Friday","8:00-8:30","16:00-16:30"
3465,"UGRD","M","Semester 2 2018","SEIT","Monday","7:00-7:30","16:00-16:30"
3465,"UGRD","M","Semester 2 2018","SEIT","Thursday","8:30-9:00","15:30-16:00"
3465,"UGRD","M","Semester 2 2018","SEIT","Tuesday","8:00-8:30","16:00-16:30"
3465,"UGRD","M","Semester 2 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3466,"UGRD","F","Semester 2 2018","SCI","Friday","8:30-9:00","16:00-16:30"
3466,"UGRD","F","Semester 2 2018","SCI","Monday","8:30-9:00","16:00-16:30"
3466,"UGRD","F","Semester 2 2018","SCI","Thursday","8:30-9:00","15:30-16:00"
3466,"UGRD","F","Semester 2 2018","SCI","Tuesday","8:30-9:00","16:00-16:30"
3466,"UGRD","F","Semester 2 2018","SCI","Wednesday","8:30-9:00","16:30-17:00"
3467,"UGRD","F","Semester 2 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
3467,"UGRD","F","Semester 2 2018","SEIT","Monday","8:00-8:30","16:00-16:30"
3467,"UGRD","F","Semester 2 2018","SEIT","Thursday","8:00-8:30","16:30-17:00"
3467,"UGRD","F","Semester 2 2018","SEIT","Tuesday","8:00-8:30","15:30-16:00"
3467,"UGRD","F","Semester 2 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3468,"UGRD","F","Semester 2 2018","BUS","Friday","8:00-8:30","15:00-15:30"
3468,"UGRD","F","Semester 2 2018","BUS","Monday","8:30-9:00","17:30-18:00"
3468,"UGRD","F","Semester 2 2018","BUS","Thursday","8:00-8:30","16:00-16:30"
3468,"UGRD","F","Semester 2 2018","BUS","Tuesday","8:00-8:30","16:00-16:30"
3468,"UGRD","F","Semester 2 2018","BUS","Wednesday","9:00-9:30","16:00-16:30"
3469,"UGRD","M","Semester 2 2018","BUS","Friday","8:30-9:00","16:30-17:00"
3469,"UGRD","M","Semester 2 2018","BUS","Monday","8:00-8:30","16:00-16:30"
3469,"UGRD","M","Semester 2 2018","BUS","Thursday","8:30-9:00","16:00-16:30"
3469,"UGRD","M","Semester 2 2018","BUS","Tuesday","8:00-8:30","15:30-16:00"
3469,"UGRD","M","Semester 2 2018","BUS","Wednesday","8:00-8:30","16:00-16:30"
3470,"UGRD","M","Semester 1 2018","HASS","Friday","8:00-8:30","16:30-17:00"
3470,"UGRD","M","Semester 1 2018","HASS","Monday","8:30-9:00","16:00-16:30"
3470,"UGRD","M","Semester 1 2018","HASS","Thursday","8:30-9:00","16:00-16:30"
3470,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:30-9:00","16:30-17:00"
3470,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:00-8:30","16:00-16:30"
3471,"UGRD","F","Semester 1 2018","HASS","Friday","8:30-9:00","16:00-16:30"
3471,"UGRD","F","Semester 1 2018","HASS","Monday","8:00-8:30","16:00-16:30"
3471,"UGRD","F","Semester 1 2018","HASS","Thursday","8:00-8:30","15:30-16:00"
3471,"UGRD","F","Semester 1 2018","HASS","Tuesday","8:00-8:30","16:00-16:30"
3471,"UGRD","F","Semester 1 2018","HASS","Wednesday","8:00-8:30","16:00-16:30"
3472,"UGRD","F","Semester 1 2018","HASS","Thursday","8:30-9:00","16:30-17:00"
3472,"UGRD","F","Semester 1 2018","HASS","Tuesday","8:00-8:30","16:30-17:00"
3473,"UGRD","M","Term 1 2019","SEIT","Friday","8:00-8:30","17:30-18:00"
3473,"UGRD","M","Term 1 2019","SEIT","Monday","8:30-9:00","16:00-16:30"
3473,"UGRD","M","Term 1 2019","SEIT","Thursday","9:00-9:30","17:30-18:00"
3473,"UGRD","M","Term 1 2019","SEIT","Tuesday","8:30-9:00","16:30-17:00"
3473,"UGRD","M","Term 1 2019","SEIT","Wednesday","8:30-9:00","15:00-15:30"
3474,"UGRD","M","Term 1 2019","SEIT","Friday","8:00-8:30","15:00-15:30"
3474,"UGRD","M","Term 1 2019","SEIT","Monday","8:30-9:00","15:30-16:00"
3474,"UGRD","M","Term 1 2019","SEIT","Thursday","7:30-8:00","15:30-16:00"
3474,"UGRD","M","Term 1 2019","SEIT","Tuesday","9:00-9:30","16:00-16:30"
3474,"UGRD","M","Term 1 2019","SEIT","Wednesday","8:00-8:30","15:30-16:00"
3475,"UGRD","M","Term 2 2019","SCI","Friday","8:00-8:30","15:30-16:00"
3475,"UGRD","M","Term 2 2019","SCI","Monday","8:30-9:00","16:00-16:30"
3475,"UGRD","M","Term 2 2019","SCI","Saturday","8:00-8:30","15:30-16:00"
3475,"UGRD","M","Term 2 2019","SCI","Thursday","8:00-8:30","16:30-17:00"
3475,"UGRD","M","Term 2 2019","SCI","Tuesday","8:00-8:30","15:30-16:00"
3475,"UGRD","M","Term 2 2019","SCI","Wednesday","8:30-9:00","16:00-16:30"
3476,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:00-8:30","16:00-16:30"
3476,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:30-9:00","16:30-17:00"
3476,"PGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:00-8:30","16:00-16:30"
3476,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","16:30-17:00"
3476,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","9:00-9:30","16:00-16:30"
3477,"UGRD","M","Term 1 2019","SEIT","Friday","8:00-8:30","15:30-16:00"
3477,"UGRD","M","Term 1 2019","SEIT","Monday","8:30-9:00","15:30-16:00"
3477,"UGRD","M","Term 1 2019","SEIT","Thursday","8:00-8:30","16:00-16:30"
3477,"UGRD","M","Term 1 2019","SEIT","Tuesday","8:00-8:30","15:30-16:00"
3477,"UGRD","M","Term 1 2019","SEIT","Wednesday","9:30-10:00","16:30-17:00"
3478,"UGRD","M","Semester 2 2018","HASS","Friday","8:00-8:30","16:00-16:30"
3478,"UGRD","M","Semester 2 2018","HASS","Monday","8:30-9:00","15:00-15:30"
3478,"UGRD","M","Semester 2 2018","HASS","Sunday","8:00-8:30","15:00-15:30"
3478,"UGRD","M","Semester 2 2018","HASS","Thursday","7:30-8:00","15:30-16:00"
3478,"UGRD","M","Semester 2 2018","HASS","Tuesday","8:30-9:00","16:00-16:30"
3478,"UGRD","M","Semester 2 2018","HASS","Wednesday","8:00-8:30","15:00-15:30"
3479,"UGRD","M","Term 1 2019","SCI","Friday","8:00-8:30","15:30-16:00"
3479,"UGRD","M","Term 1 2019","SCI","Monday","8:00-8:30","15:30-16:00"
3479,"UGRD","M","Term 1 2019","SCI","Thursday","8:30-9:00","15:30-16:00"
3479,"UGRD","M","Term 1 2019","SCI","Wednesday","8:00-8:30","15:30-16:00"
3480,"UGRD","M","Semester 2 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
3480,"UGRD","M","Semester 2 2018","SEIT","Monday","8:00-8:30","16:30-17:00"
3480,"UGRD","M","Semester 2 2018","SEIT","Sunday","8:00-8:30","16:00-16:30"
3480,"UGRD","M","Semester 2 2018","SEIT","Thursday","8:30-9:00","16:30-17:00"
3480,"UGRD","M","Semester 2 2018","SEIT","Tuesday","9:00-9:30","16:30-17:00"
3480,"UGRD","M","Semester 2 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3481,"UGRD","F","Semester 2 2018","BUS","Friday","8:30-9:00","15:30-16:00"
3481,"UGRD","F","Semester 2 2018","BUS","Monday","8:00-8:30","17:30-18:00"
3481,"UGRD","F","Semester 2 2018","BUS","Thursday","7:30-8:00","15:00-15:30"
3482,"UGRD","M","Semester 2 2018","SEIT","Friday","8:30-9:00","15:00-15:30"
3482,"UGRD","M","Semester 2 2018","SEIT","Monday","8:00-8:30","16:00-16:30"
3482,"UGRD","M","Semester 2 2018","SEIT","Thursday","8:00-8:30","16:00-16:30"
3482,"UGRD","M","Semester 2 2018","SEIT","Tuesday","9:30-10:00","16:00-16:30"
3482,"UGRD","M","Semester 2 2018","SEIT","Wednesday","8:30-9:00","17:30-18:00"
3483,"UGRD","F","Term 1 2019","HASS","Friday","8:30-9:00","15:30-16:00"
3483,"UGRD","F","Term 1 2019","HASS","Monday","8:00-8:30","16:30-17:00"
3483,"UGRD","F","Term 1 2019","HASS","Thursday","8:00-8:30","15:30-16:00"
3483,"UGRD","F","Term 1 2019","HASS","Wednesday","8:00-8:30","16:00-16:30"
3484,"UGRD","M","Term 1 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
3484,"UGRD","M","Term 1 2019","SEIT","Monday","8:00-8:30","16:30-17:00"
3484,"UGRD","M","Term 1 2019","SEIT","Saturday","8:00-8:30","15:30-16:00"
3484,"UGRD","M","Term 1 2019","SEIT","Sunday","8:30-9:00","16:30-17:00"
3484,"UGRD","M","Term 1 2019","SEIT","Thursday","8:00-8:30","16:00-16:30"
3484,"UGRD","M","Term 1 2019","SEIT","Tuesday","8:00-8:30","16:30-17:00"
3484,"UGRD","M","Term 1 2019","SEIT","Wednesday","8:00-8:30","15:00-15:30"
3485,"UGRD","F","Term 1 2019","SEIT","Friday","9:00-9:30","16:00-16:30"
3485,"UGRD","F","Term 1 2019","SEIT","Monday","7:30-8:00","15:30-16:00"
3485,"UGRD","F","Term 1 2019","SEIT","Thursday","8:00-8:30","16:30-17:00"
3485,"UGRD","F","Term 1 2019","SEIT","Tuesday","9:30-10:00","17:30-18:00"
3485,"UGRD","F","Term 1 2019","SEIT","Wednesday","8:30-9:00","17:00-17:30"
3486,"UGRD","M","Term 1 2019","SEIT","Friday","8:30-9:00","15:30-16:00"
3486,"UGRD","M","Term 1 2019","SEIT","Monday","8:00-8:30","16:00-16:30"
3486,"UGRD","M","Term 1 2019","SEIT","Thursday","8:00-8:30","16:30-17:00"
3486,"UGRD","M","Term 1 2019","SEIT","Tuesday","8:30-9:00","16:00-16:30"
3486,"UGRD","M","Term 1 2019","SEIT","Wednesday","8:30-9:00","15:00-15:30"
3487,"UGRD","F","Term 1 2019","SCI","Friday","9:00-9:30","16:00-16:30"
3487,"UGRD","F","Term 1 2019","SCI","Monday","8:00-8:30","16:00-16:30"
3487,"UGRD","F","Term 1 2019","SCI","Thursday","8:30-9:00","17:00-17:30"
3487,"UGRD","F","Term 1 2019","SCI","Tuesday","8:00-8:30","16:00-16:30"
3487,"UGRD","F","Term 1 2019","SCI","Wednesday","8:30-9:00","15:00-15:30"
3488,"UGRD","M","Term 2 2019","SEIT","Friday","8:00-8:30","15:30-16:00"
3488,"UGRD","M","Term 2 2019","SEIT","Monday","8:30-9:00","16:30-17:00"
3488,"UGRD","M","Term 2 2019","SEIT","Thursday","8:30-9:00","17:30-18:00"
3488,"UGRD","M","Term 2 2019","SEIT","Tuesday","8:30-9:00","16:30-17:00"
3488,"UGRD","M","Term 2 2019","SEIT","Wednesday","8:30-9:00","16:00-16:30"
3489,"UGRD","M","Semester 2 2018","SEIT","Friday","7:00-7:30","16:00-16:30"
3489,"UGRD","M","Semester 2 2018","SEIT","Wednesday","8:00-8:30","15:30-16:00"
3490,"UGRD","M","Term 1 2019","SEIT","Monday","8:30-9:00","15:30-16:00"
3490,"UGRD","M","Term 1 2019","SEIT","Thursday","8:00-8:30","16:00-16:30"
3490,"UGRD","M","Term 1 2019","SEIT","Wednesday","8:00-8:30","15:00-15:30"
3491,"UGRD","M","Term 3 2019","SEIT","Friday","8:00-8:30","16:00-16:30"
3491,"UGRD","M","Term 3 2019","SEIT","Monday","8:30-9:00","16:30-17:00"
3491,"UGRD","M","Term 3 2019","SEIT","Thursday","8:30-9:00","15:30-16:00"
3491,"UGRD","M","Term 3 2019","SEIT","Tuesday","8:00-8:30","16:00-16:30"
3491,"UGRD","M","Term 3 2019","SEIT","Wednesday","8:00-8:30","15:30-16:00"
3492,"UGRD","F","Term 1 2019","HASS","Friday","8:00-8:30","16:30-17:00"
3492,"UGRD","F","Term 1 2019","HASS","Monday","8:30-9:00","17:30-18:00"
3492,"UGRD","F","Term 1 2019","HASS","Thursday","9:00-9:30","16:30-17:00"
3492,"UGRD","F","Term 1 2019","HASS","Tuesday","8:30-9:00","16:30-17:00"
3492,"UGRD","F","Term 1 2019","HASS","Wednesday","8:30-9:00","15:00-15:30"
3493,"UGRD","M","Semester 2 2015","SEIT","Friday","8:00-8:30","16:00-16:30"
3493,"UGRD","M","Semester 2 2015","SEIT","Monday","8:00-8:30","16:00-16:30"
3493,"UGRD","M","Semester 2 2015","SEIT","Thursday","7:30-8:00","16:00-16:30"
3493,"UGRD","M","Semester 2 2015","SEIT","Tuesday","8:00-8:30","16:30-17:00"
3493,"UGRD","M","Semester 2 2015","SEIT","Wednesday","8:00-8:30","15:30-16:00"
3494,"UGRD","F","Term 1 2019","SCI","Friday","8:30-9:00","16:00-16:30"
3494,"UGRD","F","Term 1 2019","SCI","Monday","8:30-9:00","16:30-17:00"
3494,"UGRD","F","Term 1 2019","SCI","Thursday","8:00-8:30","16:00-16:30"
3494,"UGRD","F","Term 1 2019","SCI","Tuesday","8:00-8:30","16:00-16:30"
3494,"UGRD","F","Term 1 2019","SCI","Wednesday","8:30-9:00","17:00-17:30"
3495,"UGRD","F","Semester 1 2018","SCI","Friday","8:00-8:30","16:00-16:30"
3495,"UGRD","F","Semester 1 2018","SCI","Monday","9:30-10:00","15:30-16:00"
3495,"UGRD","F","Semester 1 2018","SCI","Thursday","8:30-9:00","16:30-17:00"
3496,"UGRD","M","Semester 2 2017","SEIT","Friday","8:30-9:00","16:00-16:30"
3496,"UGRD","M","Semester 2 2017","SEIT","Monday","8:30-9:00","15:00-15:30"
3496,"UGRD","M","Semester 2 2017","SEIT","Thursday","8:30-9:00","16:00-16:30"
3496,"UGRD","M","Semester 2 2017","SEIT","Tuesday","8:00-8:30","16:30-17:00"
3496,"UGRD","M","Semester 2 2017","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3497,"UGRD","F","Semester 1 2017","SEIT","Friday","8:00-8:30","16:00-16:30"
3497,"UGRD","F","Semester 1 2017","SEIT","Monday","8:30-9:00","15:30-16:00"
3497,"UGRD","F","Semester 1 2017","SEIT","Saturday","9:00-9:30","17:30-18:00"
3497,"UGRD","F","Semester 1 2017","SEIT","Thursday","8:00-8:30","15:30-16:00"
3497,"UGRD","F","Semester 1 2017","SEIT","Tuesday","8:00-8:30","15:30-16:00"
3497,"UGRD","F","Semester 1 2017","SEIT","Wednesday","8:00-8:30","15:00-15:30"
3498,"UGRD","F","Semester 1 2017","SCI","Friday","7:00-7:30","16:30-17:00"
3498,"UGRD","F","Semester 1 2017","SCI","Monday","8:00-8:30","16:30-17:00"
3498,"UGRD","F","Semester 1 2017","SCI","Thursday","9:00-9:30","16:00-16:30"
3498,"UGRD","F","Semester 1 2017","SCI","Tuesday","8:30-9:00","15:30-16:00"
3498,"UGRD","F","Semester 1 2017","SCI","Wednesday","8:30-9:00","16:00-16:30"
3499,"UGRD","M","Term 1 2019","SCI","Friday","8:00-8:30","16:30-17:00"
3499,"UGRD","M","Term 1 2019","SCI","Monday","8:30-9:00","16:00-16:30"
3499,"UGRD","M","Term 1 2019","SCI","Saturday","8:30-9:00","16:30-17:00"
3499,"UGRD","M","Term 1 2019","SCI","Thursday","8:30-9:00","15:30-16:00"
3499,"UGRD","M","Term 1 2019","SCI","Tuesday","8:30-9:00","16:00-16:30"
3499,"UGRD","M","Term 1 2019","SCI","Wednesday","8:00-8:30","15:30-16:00"
3500,"UGRD","F","Semester 2 2017","SCI","Friday","9:00-9:30","16:30-17:00"
3500,"UGRD","F","Semester 2 2017","SCI","Monday","8:00-8:30","16:00-16:30"
3500,"UGRD","F","Semester 2 2017","SCI","Thursday","8:30-9:00","15:30-16:00"
3500,"UGRD","F","Semester 2 2017","SCI","Tuesday","7:30-8:00","17:30-18:00"
3500,"UGRD","F","Semester 2 2017","SCI","Wednesday","8:30-9:00","17:30-18:00"
3501,"UGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","16:30-17:00"
3501,"UGRD","M","Semester 1 2018","SEIT","Monday","8:30-9:00","16:00-16:30"
3501,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
3501,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","15:30-16:00"
3501,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3502,"UGRD","M","Semester 2 2017","SEIT","Friday","9:00-9:30","15:30-16:00"
3502,"UGRD","M","Semester 2 2017","SEIT","Monday","8:00-8:30","16:30-17:00"
3502,"UGRD","M","Semester 2 2017","SEIT","Thursday","8:30-9:00","16:00-16:30"
3502,"UGRD","M","Semester 2 2017","SEIT","Tuesday","8:00-8:30","16:00-16:30"
3502,"UGRD","M","Semester 2 2017","SEIT","Wednesday","8:30-9:00","15:00-15:30"
3503,"UGRD","M","Semester 2 2018","SCI","Friday","8:00-8:30","16:30-17:00"
3503,"UGRD","M","Semester 2 2018","SCI","Monday","8:30-9:00","16:00-16:30"
3503,"UGRD","M","Semester 2 2018","SCI","Thursday","8:30-9:00","15:30-16:00"
3503,"UGRD","M","Semester 2 2018","SCI","Tuesday","8:00-8:30","15:00-15:30"
3503,"UGRD","M","Semester 2 2018","SCI","Wednesday","8:00-8:30","16:00-16:30"
3504,"UGRD","M","Term 1 2020","SEIT","Friday","7:30-8:00","16:00-16:30"
3504,"UGRD","M","Term 1 2020","SEIT","Monday","8:00-8:30","16:30-17:00"
3504,"UGRD","M","Term 1 2020","SEIT","Thursday","8:00-8:30","16:30-17:00"
3504,"UGRD","M","Term 1 2020","SEIT","Tuesday","8:00-8:30","16:30-17:00"
3504,"UGRD","M","Term 1 2020","SEIT","Wednesday","8:00-8:30","16:30-17:00"
3505,"UGRD","M","Semester 1 2018","SEIT","Friday","8:00-8:30","16:00-16:30"
3505,"UGRD","M","Semester 1 2018","SEIT","Monday","8:30-9:00","16:30-17:00"
3505,"UGRD","M","Semester 1 2018","SEIT","Saturday","8:30-9:00","16:00-16:30"
3505,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:00-8:30","16:30-17:00"
3505,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:00-16:30"
3505,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:30-9:00","17:30-18:00"
3506,"UGRD","M","Semester 2 2017","SEIT","Friday","8:00-8:30","16:00-16:30"
3506,"UGRD","M","Semester 2 2017","SEIT","Monday","8:30-9:00","17:30-18:00"
3506,"UGRD","M","Semester 2 2017","SEIT","Thursday","8:00-8:30","16:30-17:00"
3506,"UGRD","M","Semester 2 2017","SEIT","Tuesday","8:30-9:00","16:30-17:00"
3506,"UGRD","M","Semester 2 2017","SEIT","Wednesday","8:30-9:00","17:30-18:00"
3507,"UGRD","M","Semester 1 2018","HASS","Friday","8:00-8:30","17:30-18:00"
3507,"UGRD","M","Semester 1 2018","HASS","Monday","8:00-8:30","15:30-16:00"
3507,"UGRD","M","Semester 1 2018","HASS","Saturday","9:00-9:30","16:00-16:30"
3507,"UGRD","M","Semester 1 2018","HASS","Sunday","8:30-9:00","15:30-16:00"
3507,"UGRD","M","Semester 1 2018","HASS","Thursday","7:30-8:00","16:00-16:30"
3507,"UGRD","M","Semester 1 2018","HASS","Tuesday","8:00-8:30","17:30-18:00"
3507,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:30-9:00","16:30-17:00"
3508,"UGRD","F","Semester 1 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
3508,"UGRD","F","Semester 1 2018","SEIT","Monday","9:30-10:00","16:00-16:30"
3508,"UGRD","F","Semester 1 2018","SEIT","Saturday","8:30-9:00","15:30-16:00"
3508,"UGRD","F","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
3508,"UGRD","F","Semester 1 2018","SEIT","Tuesday","8:00-8:30","15:30-16:00"
3508,"UGRD","F","Semester 1 2018","SEIT","Wednesday","8:30-9:00","15:30-16:00"
3509,"UGRD","M","Term 2 2019","SEIT","Friday","8:00-8:30","15:30-16:00"
3509,"UGRD","M","Term 2 2019","SEIT","Monday","8:00-8:30","16:30-17:00"
3509,"UGRD","M","Term 2 2019","SEIT","Thursday","8:30-9:00","15:30-16:00"
3509,"UGRD","M","Term 2 2019","SEIT","Tuesday","8:30-9:00","15:00-15:30"
3509,"UGRD","M","Term 2 2019","SEIT","Wednesday","8:00-8:30","15:00-15:30"
3510,"UGRD","M","Term 1 2019","SEIT","Friday","8:30-9:00","15:00-15:30"
3510,"UGRD","M","Term 1 2019","SEIT","Monday","8:30-9:00","16:00-16:30"
3510,"UGRD","M","Term 1 2019","SEIT","Thursday","7:30-8:00","16:30-17:00"
3510,"UGRD","M","Term 1 2019","SEIT","Tuesday","9:00-9:30","17:00-17:30"
3510,"UGRD","M","Term 1 2019","SEIT","Wednesday","8:30-9:00","15:30-16:00"
3511,"UGRD","M","Term 2 2019","SEIT","Friday","8:00-8:30","16:00-16:30"
3511,"UGRD","M","Term 2 2019","SEIT","Monday","8:00-8:30","16:00-16:30"
3511,"UGRD","M","Term 2 2019","SEIT","Thursday","9:00-9:30","16:00-16:30"
3511,"UGRD","M","Term 2 2019","SEIT","Tuesday","8:00-8:30","17:30-18:00"
3511,"UGRD","M","Term 2 2019","SEIT","Wednesday","8:00-8:30","16:30-17:00"
3512,"UGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
3512,"UGRD","M","Semester 1 2018","SEIT","Monday","8:30-9:00","17:30-18:00"
3512,"UGRD","M","Semester 1 2018","SEIT","Sunday","8:30-9:00","16:00-16:30"
3512,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
3512,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:00-16:30"
3512,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:00-8:30","15:00-15:30"
3513,"PGRD","F","Semester 2 2017","SEIT","Friday","8:30-9:00","15:00-15:30"
3513,"PGRD","F","Semester 2 2017","SEIT","Thursday","8:30-9:00","17:30-18:00"
3513,"PGRD","F","Semester 2 2017","SEIT","Wednesday","8:00-8:30","16:30-17:00"
3514,"UGRD","M","Semester 2 2017","HASS","Friday","8:00-8:30","15:30-16:00"
3514,"UGRD","M","Semester 2 2017","HASS","Monday","8:00-8:30","15:30-16:00"
3514,"UGRD","M","Semester 2 2017","HASS","Thursday","8:30-9:00","15:30-16:00"
3514,"UGRD","M","Semester 2 2017","HASS","Tuesday","8:30-9:00","16:30-17:00"
3514,"UGRD","M","Semester 2 2017","HASS","Wednesday","8:00-8:30","16:00-16:30"
3515,"UGRD","F","Semester 1 2018","SEIT","Friday","7:30-8:00","16:30-17:00"
3515,"UGRD","F","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:00-16:30"
3515,"UGRD","F","Semester 1 2018","SEIT","Wednesday","8:00-8:30","16:00-16:30"
3516,"UGRD","M","Semester 1 2018","SEIT","Friday","8:30-9:00","16:00-16:30"
3516,"UGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","16:00-16:30"
3516,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:00-8:30","16:00-16:30"
3516,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:30-9:00","16:30-17:00"
3516,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:00-8:30","15:30-16:00"
3517,"UGRD","M","Semester 1 2018","SEIT","Friday","9:00-9:30","16:30-17:00"
3517,"UGRD","M","Semester 1 2018","SEIT","Monday","8:00-8:30","16:30-17:00"
3517,"UGRD","M","Semester 1 2018","SEIT","Saturday","8:30-9:00","17:30-18:00"
3517,"UGRD","M","Semester 1 2018","SEIT","Thursday","8:30-9:00","16:00-16:30"
3517,"UGRD","M","Semester 1 2018","SEIT","Tuesday","8:00-8:30","16:00-16:30"
3517,"UGRD","M","Semester 1 2018","SEIT","Wednesday","8:00-8:30","15:30-16:00"
3518,"UGRD","M","Semester 1 2018","HASS","Friday","8:30-9:00","16:00-16:30"
3518,"UGRD","M","Semester 1 2018","HASS","Monday","7:00-7:30","16:00-16:30"
3518,"UGRD","M","Semester 1 2018","HASS","Thursday","8:00-8:30","16:00-16:30"
3518,"UGRD","M","Semester 1 2018","HASS","Tuesday","7:30-8:00","16:30-17:00"
3518,"UGRD","M","Semester 1 2018","HASS","Wednesday","8:00-8:30","16:00-16:30"
3519,"PGRD","M","Semester 1 2018","HASS","Tuesday","8:00-8:30","17:30-18:00"
3520,"UGRD","M","Term 1 2019","HASS","Friday","8:00-8:30","16:00-16:30"
